;year;language;geonames_name;geonames_country;geonames_id;geonames_lat;geonames_lng;weight;country_codes;germany;map_year;region_country_name;pozn.
6043;1981;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
8972;1981;hin;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
8965;1981;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
24134;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
20359;1981;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
23871;1981;epo;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
727;1981;nor;Oslo;Norway;3143244;59.91273;10.74609;1.0;NOR;;1960;Norway;
23870;1981;epo;Milan;Italy;3173435;45.46427;9.18951;0.5;ITA;;1960;Italy;
9647;1981;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
14214;1981;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2309;1981;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
9551;1981;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
3232;1981;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
15816;1981;eng;Harmondsworth;United Kingdom;6951076;51.48836;-0.47757;1.0;GBR;;1960;United Kingdom;
22884;1981;ger;Munich;Germany;2867714;48.13743;11.57549;0.5;DEU;West Germany;1960;West Germany;
3234;1981;ger;Ravensburg;Germany;2849802;47.78198;9.61062;1.0;DEU;West Germany;1960;West Germany;
8867;1981;ger;Zurich;Switzerland;2657896;47.36667;VIII.55;0.5;CHE;;1960;Switzerland ger;
8868;1981;ger;Munich;Germany;2867714;48.13743;11.57549;0.5;DEU;West Germany;1960;West Germany;
12476;1981;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
18083;1981;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
15991;1981;ger;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
20371;1981;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
8874;1981;ger;Munich;Germany;2867714;48.13743;11.57549;0.5;DEU;West Germany;1960;West Germany;
8875;1981;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;West Germany;1960;West Germany;East Germany
15834;1981;ger;Stuttgart;Germany;2825297;48.78232;9.17702;0.3333333333333333;DEU;West Germany;1960;West Germany;
15795;1981;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
23908;1981;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;East Germany;1960;East Germany;
18803;1981;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
18260;1981;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
3976;1981;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
18310;1981;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
4317;1981;spa;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
2022;1981;spa;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
22856;1981;ger;Stuttgart;Germany;2825297;48.78232;9.17702;0.5;DEU;West Germany;1960;West Germany;
14444;1981;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
3271;1981;spa;Madrid;Spain;3117735;40.4165;-3.70256;1.0;ESP;;1960;Spain;
18581;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
18256;1981;hrv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
26527;1981;eng;Washington;United States;4140963;38.89511;-77.03637;1.0;USA;;1960;United States;
20632;1981;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
16178;1981;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
21022;1981;rus;Zurich;Switzerland;2657896;47.36667;VIII.55;1.0;CHE;;1960;Switzerland;
12193;1981;dut;Bussum;Netherlands;2758064;52.27333;5.16111;1.0;NLD;;1960;Netherlands;
3130;1981;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
10134;1981;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
23934;1981;ger;Weimar;Germany;2812482;50.9803;11.32903;0.5;DEU;East Germany;1960;East Germany;
9396;1981;pol;Katowice;Poland;3096472;50.25841;19.02754;1.0;POL;;1960;Poland;
24068;1981;ger;Cologne;Germany;2886242;50.93333;VI.95;0.5;DEU;West Germany;1960;West Germany;
6608;1981;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
8002;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
18282;1981;rus;St Petersburg;Russia;498817;59.93863;30.31413;1.0;RUS;;1960;Russia;
14480;1981;dan;Copenhagen;Denmark;2618425;55.67594;12.56553;1.0;DNK;;1960;Denmark;
11332;1981;hrv;Zagreb;Croatia;3186886;45.81444;15.97798;1.0;HRV;;1960;Croatia;
605;1981;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
23933;1981;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;East Germany;1960;East Germany;
14703;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
20593;1981;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
18275;1981;rus;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
20153;1981;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
20213;1981;ger;Hanau;Germany;2911007;50.13423;8.91418;1.0;DEU;West Germany;1960;West Germany;
21062;1981;ger;Wiesbaden;Germany;2809346;50.08258;8.24932;1.0;DEU;West Germany;1960;West Germany;
11384;1981;ita;Turin;Italy;3165524;45.07049;7.68682;1.0;ITA;;1960;Italy;
16405;1981;ger;Effretikon;Switzerland;2660944;47.42575;8.69094;1.0;CHE;;1960;Switzerland ger;
24069;1981;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;West Germany;1960;West Germany;East Germany
4304;1981;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
5433;1981;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2078;1981;rus;Kharkiv;Ukraine;706483;49.98081;36.25272;1.0;UKR;;1960;Ukraine;
15053;1981;chi;Beijing;China;1816670;39.9075;116.39723;1.0;CHN;;1960;China;
9230;1981;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
8045;1981;hrv;Zagreb;Croatia;3186886;45.81444;15.97798;1.0;HRV;;1960;Croatia;
25722;1981;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
23909;1981;ger;Weimar;Germany;2812482;50.9803;11.32903;0.5;DEU;East Germany;1960;East Germany;
9392;1981;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
4318;1981;spa;Ciudad Camilo Cienfuegos;Cuba;3746181;23.16076;-82.32798;0.5;CUB;;1960;Cuba;
12654;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
25721;1981;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
20638;1981;spa;Barcelona;Spain;3128760;41.38879;2.15899;1.0;ESP;;1960;Spain;
11817;1981;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20645;1981;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
22857;1981;ger;Freiburg im Breisgau;Germany;2925177;47.9959;7.85222;0.5;DEU;West Germany;1960;West Germany;
15926;1981;eng;New York;United States;5128581;40.71427;-74.00597;1.0;USA;;1960;United States;
2025;1981;spa;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
14047;1981;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
14706;1981;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
14310;1982;dut;Zwolle;Netherlands;2743477;52.5125;6.09444;1.0;NLD;;1960;Netherlands;
25327;1982;ger;Munich;Germany;2867714;48.13743;11.57549;0.25;DEU;West Germany;1960;West Germany;
27631;1982;ger;Munich;Germany;2867714;48.13743;11.57549;0.5;DEU;West Germany;1960;West Germany;
22807;1982;eng;New York;United States;5128581;40.71427;-74.00597;0.5;USA;;1960;United States;
24720;1982;eng;New York;United States;5128581;40.71427;-74.00597;0.5;USA;;1960;United States;
23321;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
24721;1982;eng;London;United Kingdom;2643743;51.50853;-0.12574;0.5;GBR;;1960;United Kingdom;
26490;1982;ger;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
11954;1982;nor;Oslo;Norway;3143244;59.91273;10.74609;1.0;NOR;;1960;Norway;
22013;1982;fre;Amiens;France;3037854;49.9;02.III;0.5;FRA;;1960;France;
25034;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
1206;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
22808;1982;eng;Boulder;United States;5574991;40.01499;-105.27055;0.5;USA;;1960;United States;
16138;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
10604;1982;eng;Glasgow;United Kingdom;2648579;55.86515;-4.25763;1.0;GBR;;1960;United Kingdom;
25035;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
22012;1982;fre;Paris;France;2988507;48.85341;II.88;0.5;FRA;;1960;France;
24087;1982;tur;Istanbul;Turkey;745044;41.01384;28.94966;1.0;TUR;;1960;Turkey;
6015;1982;mac;Skopje;North Macedonia;785842;41.99646;21.43141;1.0;MKD;;1960;Macedonia;
1214;1982;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
21206;1982;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
27630;1982;ger;Vienna;Austria;2761369;48.20849;16.37208;0.5;AUT;;1960;Austria;
10961;1982;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
3557;1982;kor;Seoul;South Korea;1835848;37.566;126.9784;1.0;KOR;;1960;Korea, Republic of;
25328;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;0.25;DEU;West Germany;1960;West Germany;
1832;1982;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
10128;1982;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20493;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
18058;1982;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
13647;1982;srp;Zagreb;Croatia;3186886;45.81444;15.97798;1.0;HRV;;1960;Croatia;
226;1982;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
24701;1982;eng;Harmondsworth;United Kingdom;6951076;51.48836;-0.47757;0.25;GBR;;1960;United Kingdom;
14820;1982;ger;Munich;Germany;2867714;48.13743;11.57549;0.5;DEU;West Germany;1960;West Germany;
10132;1982;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
24700;1982;eng;London;United Kingdom;2643743;51.50853;-0.12574;0.25;GBR;;1960;United Kingdom;
4727;1982;eng;Toronto;Canada;6167865;43.70011;-79.4163;1.0;CAN;;1960;Canada;
10749;1982;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
25379;1982;ger;Zurich;Switzerland;2657896;47.36667;VIII.55;0.5;CHE;;1960;Switzerland ger;
25380;1982;ger;Effretikon;Switzerland;2660944;47.42575;8.69094;0.5;CHE;;1960;Switzerland ger;
18050;1982;srp;Pilsen;Czechia;3068160;49.74747;13.37759;1.0;CZE;;1960;Czech Republic;
7974;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
7066;1982;ger;Leipzig;Germany;2879139;51.33962;12.37129;0.5;DEU;West Germany;1960;West Germany;East Germany
7065;1982;ger;Weimar;Germany;2812482;50.9803;11.32903;0.5;DEU;West Germany;1960;West Germany;East Germany
9588;1982;fin;Helsinki;Finland;658225;60.16952;24.93545;1.0;FIN;;1960;Finland;
14819;1982;ger;Vienna;Austria;2761369;48.20849;16.37208;0.5;AUT;;1960;Austria;
18541;1982;eng;New York;United States;5128581;40.71427;-74.00597;1.0;USA;;1960;United States;
22281;1982;dut;Weesp;Netherlands;2744904;52.3075;5.04167;0.5;NLD;;1960;Netherlands;
22850;1982;fre;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
25329;1982;ger;Aarau;Switzerland;2661881;47.38878;8.04826;0.25;CHE;;1960;Switzerland ger;
21227;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
25330;1982;ger;Salzburg;Austria;2766824;47.79941;13.04399;0.25;AUT;;1960;Austria;
3612;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
27415;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
1481;1982;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
4845;1982;ger;Hanau;Germany;2911007;50.13423;8.91418;1.0;DEU;West Germany;1960;West Germany;
22280;1982;dut;Bussum;Netherlands;2758064;52.27333;5.16111;0.5;NLD;;1960;Netherlands;
23320;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
14698;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
16182;1982;ita;Rome;Italy;3169070;41.89193;12.51133;1.0;ITA;;1960;Italy;
11630;1982;swe;Stockholm;Sweden;2673730;59.32938;18.06871;1.0;SWE;;1960;Sweden;
14697;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
17375;1982;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
9576;1982;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
8263;1982;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
13639;1982;srp;Belgrade;Serbia;792680;44.80401;20.46513;1.0;SRB;;1960;Serbia;
12384;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
22849;1982;fre;Paris;France;2988507;48.85341;II.88;0.5;FRA;;1960;France;
14311;1982;dut;Zwolle;Netherlands;2743477;52.5125;6.09444;1.0;NLD;;1960;Netherlands;
14708;1982;swe;Stockholm;Sweden;2673730;59.32938;18.06871;1.0;SWE;;1960;Sweden;
7557;1982;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
10226;1982;pol;Krakow;Poland;3094802;50.06143;19.93658;1.0;POL;;1960;Poland;
18545;1982;fin;Juva;Finland;655253;61.9;27.85;0.3333333333333333;FIN;;1960;Finland;
9077;1982;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
3217;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
130;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
131;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
19530;1982;eng;Prague;Czechia;3067696;50.08804;14.42076;0.25;CZE;;1960;Czech Republic;
19531;1982;eng;Oxford;United Kingdom;2640729;51.75222;-1.25596;0.25;GBR;;1960;United Kingdom;
19532;1982;eng;Amsterdam;Netherlands;2759794;52.37403;4.88969;0.25;NLD;;1960;Netherlands;
15525;1982;eng;Ann Arbor;United States;4984247;42.27756;-83.74088;1.0;USA;;1960;United States;
21964;1982;spa;Buenos Aires;Argentina;3435910;-34.61315;-58.37723;1.0;ARG;;1960;Argentina;
19533;1982;eng;New York;United States;5128581;40.71427;-74.00597;0.25;USA;;1960;United States;
13475;1982;slv;Celje;Slovenia;3202781;46.23092;15.26044;1.0;SVN;;1960;Slovenia;
18720;1982;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
12277;1982;eng;Boston;United States;4930956;42.35843;-71.05977;0.5;USA;;1960;United States;
18544;1982;fin;Porvoo;Finland;660561;60.39233;25.66507;0.3333333333333333;FIN;;1960;Finland;
2364;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
12278;1982;eng;London;United Kingdom;2643743;51.50853;-0.12574;0.5;GBR;;1960;United Kingdom;
9276;1982;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
13473;1982;slv;Nova Gorica;Slovenia;3194452;45.95604;13.64837;1.0;SVN;;1960;Slovenia;
2724;1982;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
1869;1982;swe;Bromma;Sweden;2719111;59.34;17.94;1.0;SWE;;1960;Sweden;
3211;1982;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
17215;1982;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
9500;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
17233;1982;ita;Rome;Italy;3169070;41.89193;12.51133;1.0;ITA;;1960;Italy;
18225;1982;arm;Yerevan;Armenia;616052;40.18111;44.51361;1.0;ARM;;1960;Armenia;
9507;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
19512;1982;tur;Istanbul;Turkey;745044;41.01384;28.94966;1.0;TUR;;1960;Turkey;
18546;1982;fin;Helsinki;Finland;658225;60.16952;24.93545;0.3333333333333333;FIN;;1960;Finland;
21951;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;0.3333333333333333;DEU;West Germany;1960;West Germany;East Germany
10839;1982;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
11742;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
9490;1982;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
26482;1982;dan;Frederikshavn;Denmark;2621927;57.44073;10.53661;0.5;DNK;;1960;Denmark;
18205;1982;gre;Athens;Greece;264371;37.98376;23.72784;1.0;GRC;;1960;Greece;
7312;1982;jpn;Tokyo;Japan;1850147;35.6895;139.69171;1.0;JPN;;1960;Japan;
23465;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
23464;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
21950;1982;ger;Vienna;Austria;2761369;48.20849;16.37208;0.3333333333333333;AUT;;1960;Austria;
11739;1982;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
9488;1982;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
492;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
21949;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;0.3333333333333333;DEU;West Germany;1960;West Germany;
26481;1982;dan;Copenhagen;Denmark;2618425;55.67594;12.56553;0.5;DNK;;1960;Denmark;
15342;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
14313;1982;dut;Zwolle;Netherlands;2743477;52.5125;6.09444;1.0;NLD;;1960;Netherlands;
18181;1982;ita;Milan;Italy;3173435;45.46427;9.18951;1.0;ITA;;1960;Italy;
2876;1982;ita;Toronto;Canada;6167865;43.70011;-79.4163;1.0;CAN;;1960;Canada;
9213;1982;dut;Haarlem;Netherlands;2755003;52.38084;4.63683;1.0;NLD;;1960;Netherlands;
2222;1982;spa;Mexico City;Mexico;3530597;19.42847;-99.12766;1.0;MEX;;1960;Mexico;
6050;1982;est;Tallinn;Estonia;588409;59.43696;24.75353;1.0;EST;;1960;Estonia;
21872;1982;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
15323;1982;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
4731;1982;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
26617;1982;dut;Cambridge;United Kingdom;2653941;52.2;0.11667;1.0;GBR;;1960;United Kingdom;
1250;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
18297;1982;slo;Koťice;Slovakia;724443;48.71395;21.25808;1.0;SVK;;1960;Slovakia;
10688;1982;swe;HÜganäs;Sweden;2706003;56.19971;12.55795;1.0;SWE;;1960;Sweden;
16141;1982;jpn;Tokyo;Japan;1850147;35.6895;139.69171;1.0;JPN;;1960;Japan;
9219;1982;dut;Haarlem;Netherlands;2755003;52.38084;4.63683;1.0;NLD;;1960;Netherlands;
24070;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;West Germany;1960;West Germany;East Germany
1245;1982;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
4430;1982;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
26489;1982;ger;Bautzen;Germany;2951881;51.18035;14.43494;0.5;DEU;West Germany;1960;West Germany;East Germany
205;1982;pol;Katowice;Poland;3096472;50.25841;19.02754;1.0;POL;;1960;Poland;
3505;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
2226;1982;spa;Mexico City;Mexico;3530597;19.42847;-99.12766;1.0;MEX;;1960;Mexico;
7550;1982;rus;Minsk;Belarus;625144;53.9;27.56667;1.0;BLR;;1960;Byelarus;
11862;1982;ger;Erlangen;Germany;2929567;49.59099;11.00783;1.0;DEU;West Germany;1960;West Germany;
18133;1982;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
14485;1982;dut;Antwerp;Belgium;2803138;51.22047;4.40026;1.0;BEL;;1960;Belgium dut;
9034;1982;rus;Kharkiv;Ukraine;706483;49.98081;36.25272;1.0;UKR;;1960;Ukraine;
19543;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
13516;1982;spa;Barcelona;Spain;3128760;41.38879;2.15899;1.0;ESP;;1960;Spain;
10286;1982;epo;Třebíč;Czechia;3064104;49.21492;15.88166;1.0;CZE;;1960;Czech Republic;
22186;1982;ger;Reinbek;Germany;2848845;53.51703;X.88;0.3333333333333333;DEU;West Germany;1960;West Germany;
22185;1982;ger;Weimar;Germany;2812482;50.9803;11.32903;0.3333333333333333;DEU;West Germany;1960;West Germany;East Germany
18160;1982;ita;Brescia;Italy;3181554;45.53558;10.21472;1.0;ITA;;1960;Italy;
22229;1982;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
7486;1982;rum;Chisinau;Moldova;618426;47.00556;28.8575;1.0;MDA;;1960;Moldova;
27497;1982;spa;Madrid;Spain;3117735;40.4165;-3.70256;1.0;ESP;;1960;Spain;
22184;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;0.3333333333333333;DEU;West Germany;1960;West Germany;East Germany
13543;1982;spa;Barcelona;Spain;3128760;41.38879;2.15899;1.0;ESP;;1960;Spain;
18154;1982;dut;Deventer;Netherlands;2756987;52.255;6.16389;1.0;NLD;;1960;Netherlands;
14335;1982;ger;Hanau;Germany;2911007;50.13423;8.91418;1.0;DEU;West Germany;1960;West Germany;
25088;1982;ger;Zurich;Switzerland;2657896;47.36667;VIII.55;0.5;CHE;;1960;Switzerland ger;
20662;1982;chi;Beijing;China;1816670;39.9075;116.39723;1.0;CHN;;1960;China;
25087;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;0.5;DEU;West Germany;1960;West Germany;
26656;1982;eng;Washington;United States;4140963;38.89511;-77.03637;1.0;USA;;1960;United States;
9476;1982;rus;Donetsk;Russia;565348;48.33962;39.95948;1.0;RUS;;1960;Russia;
8052;1982;hrv;Sarajevo;Bosnia and Herzegovina;3191281;43.84864;18.35644;1.0;BIH;;1960;Bosnia and Herzegovina;
19359;1982;ger;Hanau;Germany;2911007;50.13423;8.91418;1.0;DEU;West Germany;1960;West Germany;
20626;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
21919;1982;tur;Istanbul;Turkey;745044;41.01384;28.94966;1.0;TUR;;1960;Turkey;
4627;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
8920;1982;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
21261;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
24155;1982;ger;Jena;Germany;2895044;50.92878;XI.99;0.2;DEU;West Germany;1960;West Germany;East Germany
22436;1982;ger;Hanau;Germany;2911007;50.13423;8.91418;1.0;DEU;West Germany;1960;West Germany;
19837;1982;ger;Stuttgart;Germany;2825297;48.78232;9.17702;1.0;DEU;West Germany;1960;West Germany;
12579;1982;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
14540;1982;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
24156;1982;ger;Berlin;Germany;2950159;52.52437;13.41053;0.2;DEU;West Germany;1960;West Germany;East Germany
1589;1982;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
576;1982;ita;Bologna;Italy;3181928;44.49381;11.33875;1.0;ITA;;1960;Italy;
897;1982;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
27027;1982;ger;WilhelmshÜhe;Germany;2808679;51.31066;9.43116;0.5;DEU;West Germany;1960;West Germany;
27028;1982;ger;Kassel;Germany;2892518;51.31667;09.V;0.5;DEU;West Germany;1960;West Germany;
22925;1982;ger;Olten;Switzerland;2659297;47.34999;7.90329;0.5;CHE;;1960;Switzerland ger;
25607;1982;eng;Toronto;Canada;6167865;43.70011;-79.4163;0.5;CAN;;1960;Canada;
