;year;language;geonames_name;geonames_country;geonames_id;geonames_lat;geonames_lng;weight;country_codes;germany;map_year;region_country_name;pozn.
11748;1961;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
9038;1961;rus;Kyiv;Ukraine;703448;50.45466;30.5238;1.0;UKR;;1960;Ukraine;
23737;1961;dut;Baarn;Netherlands;2759544;52.21167;V.75;1.0;NLD;;1960;Netherlands;
16969;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
18754;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20179;1961;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
20450;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
11367;1961;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
104;1961;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
17091;1961;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20439;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
4566;1961;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
8741;1961;chi;Xianggang;China;1914540;23.38861;112.82111;1.0;CHN;;1960;China;
8758;1961;tur;Ankara;Turkey;323786;39.91987;32.85427;1.0;TUR;;1960;Turkey;
11833;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
98;1961;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;West Germany;1960;West Germany;East Germany
11716;1961;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
4545;1961;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
4;1961;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
15141;1961;ger;Weimar;Germany;2812482;50.9803;11.32903;1.0;DEU;West Germany;1960;West Germany;East Germany
27525;1961;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
10762;1961;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
8680;1961;hrv;Zagreb;Croatia;3186886;45.81444;15.97798;1.0;HRV;;1960;Croatia;
11348;1961;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
24526;1961;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
20470;1961;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
23651;1961;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
9515;1961;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
27445;1961;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
6128;1961;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
4312;1961;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
15041;1961;aze;Baku;Azerbaijan;587084;40.37767;49.89201;1.0;AZE;;1960;Azerbaijan;
4569;1961;wen;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
15068;1961;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
4532;1961;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
8597;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
9042;1961;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
23869;1961;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
4828;1961;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
11725;1961;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;West Germany;1960;West Germany;East Germany
19781;1961;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
27827;1961;por;Lisbon;Portugal;2267057;38.71667;-9.13333;1.0;PRT;;1960;Portugal;
6127;1961;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
24544;1961;ita;Milan;Italy;3173435;45.46427;9.18951;0.5;ITA;;1960;Italy;
17076;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
14067;1962;slv;Preťov;Slovakia;723819;48.99839;21.23393;1.0;SVK;;1960;Slovakia;
2519;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2224;1962;spa;Havana;Cuba;3553478;23.13302;-82.38304;1.0;CUB;;1960;Cuba;
19607;1962;ger;Wiesbaden;Germany;2809346;50.08258;8.24932;0.5;DEU;West Germany;1960;West Germany;
21545;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
20362;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
10167;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18792;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
25201;1962;eng;Kansas City;United States;4393217;39.09973;-94.57857;0.5;USA;;1960;United States;
16344;1962;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
21585;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
23058;1962;eng;New York;United States;5128581;40.71427;-74.00597;0.5;USA;;1960;United States;
14035;1962;rus;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
18933;1962;ger;Gßtersloh;Germany;2913366;51.90693;8.37853;1.0;DEU;West Germany;1960;West Germany;
23057;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;0.5;GBR;;1960;United Kingdom;
10150;1962;fre;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
14031;1962;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
20622;1962;spa;Mexico City;Mexico;3530597;19.42847;-99.12766;1.0;MEX;;1960;Mexico;
21584;1962;hun;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
14029;1962;por;Lisbon;Portugal;2267057;38.71667;-9.13333;1.0;PRT;;1960;Portugal;
26234;1962;ger;Bautzen;Germany;2951881;51.18035;14.43494;1.0;DEU;West Germany;1960;West Germany;East Germany
19830;1962;spa;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
17773;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
14070;1962;ukr;Preťov;Slovakia;723819;48.99839;21.23393;1.0;SVK;;1960;Slovakia;
25883;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;0.3333333333333333;AUT;;1960;Austria;
15201;1962;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
3100;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
3082;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
2138;1962;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
11567;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
23587;1962;ger;Zurich;Switzerland;2657896;47.36667;VIII.55;0.3333333333333333;CHE;;1960;Switzerland ger;
6984;1962;fre;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
23588;1962;ger;Munich;Germany;2867714;48.13743;11.57549;0.3333333333333333;DEU;West Germany;1960;West Germany;
13909;1962;pol;Katowice;Poland;3096472;50.25841;19.02754;1.0;POL;;1960;Poland;
30;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
23589;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;0.3333333333333333;CZE;;1960;Czech Republic;
1997;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
13911;1962;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
19813;1962;por;Rio de Janeiro;Brazil;3451190;-22.90642;-43.18223;1.0;BRA;;1960;Brazil;
17452;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
10162;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
11571;1962;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
15134;1962;ger;Weimar;Germany;2812482;50.9803;11.32903;1.0;DEU;West Germany;1960;West Germany;East Germany
4999;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
801;1962;ita;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
10164;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
14043;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
2746;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
25200;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
19849;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
31;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2740;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
11562;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
17460;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
3819;1962;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
23584;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;0.5;GBR;;1960;United Kingdom;
21676;1962;dut;The Hague;Netherlands;2747373;52.07667;4.29861;1.0;NLD;;1960;Netherlands;
10973;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
15917;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
23583;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
21544;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
22090;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;0.3333333333333333;AUT;;1960;Austria;
9037;1962;rus;Kyiv;Ukraine;703448;50.45466;30.5238;1.0;UKR;;1960;Ukraine;
22419;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
22418;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
2291;1962;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
8932;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
22738;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
22739;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
13981;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
10276;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;1.0;AUT;;1960;Austria;
10277;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;0.3333333333333333;AUT;;1960;Austria;
10731;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
15100;1962;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
3510;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
18983;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
8933;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
19828;1962;spa;Madrid;Spain;3117735;40.4165;-3.70256;1.0;ESP;;1960;Spain;
2120;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
5102;1962;hun;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
7232;1962;hrv;Murska Sobota;Slovenia;3194648;46.6625;16.16639;1.0;SVN;;1960;Slovenia;
5087;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18860;1962;ukr;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
9883;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
3441;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
15292;1962;slo;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
17336;1962;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
759;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18876;1962;dut;Amsterdam;Netherlands;2759794;52.37403;4.88969;0.5;NLD;;1960;Netherlands;
18875;1962;dut;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
12317;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
19408;1962;slo;Norman;United States;4543762;35.22257;-97.43948;1.0;USA;;1960;United States;
25887;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;0.5;HUN;;1960;Hungary;
25888;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
15734;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18739;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
2485;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
25717;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;0.5;SVK;;1960;Slovakia;
25716;1962;slo;Martin;Slovakia;3058780;49.06651;18.92399;0.5;SVK;;1960;Slovakia;
3290;1962;ukr;Kyiv;Ukraine;703448;50.45466;30.5238;1.0;UKR;;1960;Ukraine;
16155;1962;rus;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
6198;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
14665;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2074;1962;pol;Katowice;Poland;3096472;50.25841;19.02754;1.0;POL;;1960;Poland;
19829;1962;spa;Madrid;Spain;3117735;40.4165;-3.70256;1.0;ESP;;1960;Spain;
9004;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
18743;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
25411;1962;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
16160;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
18899;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
11726;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
11240;1962;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
11727;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;East Germany;1960;East Germany;
22091;1962;ger;Basel;Switzerland;2661604;47.55839;7.57327;0.3333333333333333;CHE;;1960;Switzerland ger;
18980;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
22089;1962;ger;Freiburg im Breisgau;Germany;2925177;47.9959;7.85222;0.3333333333333333;DEU;West Germany;1960;West Germany;
244;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
20654;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
7632;1962;spa;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
19378;1962;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
16171;1962;slv;Ljubljana;Slovenia;3196359;46.05108;14.50513;1.0;SVN;;1960;Slovenia;
7249;1962;hrv;Zagreb;Croatia;3186886;45.81444;15.97798;1.0;HRV;;1960;Croatia;
11261;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
21943;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
21942;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;East Germany;1960;East Germany;
2509;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;1.0;AUT;;1960;Austria;
2660;1962;pol;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
25885;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;0.3333333333333333;DEU;West Germany;1960;West Germany;East Germany
10992;1962;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
15404;1962;chi;Beijing;China;1816670;39.9075;116.39723;1.0;CHN;;1960;China;
25884;1962;ger;Stuttgart;Germany;2825297;48.78232;9.17702;0.3333333333333333;DEU;West Germany;1960;West Germany;
13914;1962;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
15120;1962;ger;Weimar;Germany;2812482;50.9803;11.32903;1.0;DEU;West Germany;1960;West Germany;East Germany
17585;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
775;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
26099;1962;eng;New Canaan;United States;4839319;41.14676;-73.49484;1.0;USA;;1960;United States;
10729;1962;pol;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
9003;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
27613;1962;fre;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
10278;1962;ger;Basel;Switzerland;2661604;47.55839;7.57327;0.3333333333333333;CHE;;1960;Switzerland ger;
770;1962;fre;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18852;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
18851;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
10279;1962;ger;Freiburg im Breisgau;Germany;2925177;47.9959;7.85222;0.3333333333333333;DEU;West Germany;1960;West Germany;
14289;1962;slo;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
2297;1962;ger;Frankfurt am Main;Germany;2925533;50.11552;8.68417;1.0;DEU;West Germany;1960;West Germany;
20732;1962;swe;Stockholm;Sweden;2673730;59.32938;18.06871;1.0;SWE;;1960;Sweden;
11246;1962;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
693;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
5573;1962;fin;Helsinki;Finland;658225;60.16952;24.93545;1.0;FIN;;1960;Finland;
3576;1962;rus;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
3577;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
18847;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
17342;1962;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
2343;1962;ger;Munich;Germany;2867714;48.13743;11.57549;1.0;DEU;West Germany;1960;West Germany;
17260;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2674;1962;slo;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
18856;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
19407;1962;rus;Lund;Sweden;2693678;55.70584;13.19321;1.0;SWE;;1960;Sweden;
27598;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
936;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
10848;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2583;1962;bul;Sofia;Bulgaria;727011;42.69751;23.32415;1.0;BGR;;1960;Bulgaria;
6499;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
15614;1962;pol;Warsaw;Poland;756135;52.22977;21.01178;1.0;POL;;1960;Poland;
5455;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
21192;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
2162;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
5590;1962;fin;Helsinki;Finland;658225;60.16952;24.93545;1.0;FIN;;1960;Finland;
11773;1962;tur;Istanbul;Turkey;745044;41.01384;28.94966;1.0;TUR;;1960;Turkey;
19789;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
196;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
17936;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;1.0;AUT;;1960;Austria;
18163;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
8729;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20880;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20258;1962;jpn;Tokyo;Japan;1850147;35.6895;139.69171;1.0;JPN;;1960;Japan;
19608;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;0.5;DEU;West Germany;1960;West Germany;East Germany
25305;1962;ger;Aarau;Switzerland;2661881;47.38878;8.04826;0.5;CHE;;1960;Switzerland ger;
827;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2161;1962;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;West Germany;1960;West Germany;East Germany
15162;1962;hun;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
25488;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;0.5;CZE;;1960;Czech Republic;
9408;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
24449;1962;ger;Vienna;Austria;2761369;48.20849;16.37208;0.3333333333333333;AUT;;1960;Austria;
21008;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
3999;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
24131;1962;eng;East Lansing;United States;4991640;42.73698;-84.48387;0.3333333333333333;USA;;1960;United States;
19878;1962;slo;Martin;Slovakia;3058780;49.06651;18.92399;1.0;SVK;;1960;Slovakia;
15148;1962;ger;Weimar;Germany;2812482;50.9803;11.32903;1.0;DEU;West Germany;1960;West Germany;East Germany
178;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
13859;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
2160;1962;ger;Jena;Germany;2895044;50.92878;XI.99;1.0;DEU;West Germany;1960;West Germany;East Germany
19783;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
17929;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
25489;1962;ger;Hamburg;Germany;2911298;53.55073;9.99302;0.5;DEU;West Germany;1960;West Germany;
4910;1962;ger;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
24132;1962;eng;Lansing;United States;4998830;42.73253;-84.55553;0.3333333333333333;USA;;1960;United States;
6508;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
24133;1962;eng;Sydney;Australia;2147714;-33.86785;151.20732;0.3333333333333333;AUS;;1960;Australia;
2586;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
13869;1962;rus;Ann Arbor;United States;4984247;42.27756;-83.74088;1.0;USA;;1960;United States;
9390;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
2576;1962;slo;Bratislava;Slovakia;3060972;48.14816;17.10674;1.0;SVK;;1960;Slovakia;
20892;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
27075;1962;eng;Washington;United States;4140963;38.89511;-77.03637;0.5;USA;;1960;United States;
16015;1962;rum;Bucharest;Romania;683506;44.43225;26.10626;1.0;ROU;;1960;Romania;
4421;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
19785;1962;eng;London;United Kingdom;2643743;51.50853;-0.12574;1.0;GBR;;1960;United Kingdom;
18315;1962;ukr;Kyiv;Ukraine;703448;50.45466;30.5238;1.0;UKR;;1960;Ukraine;
13445;1962;rus;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
16643;1962;fre;Paris;France;2988507;48.85341;II.88;1.0;FRA;;1960;France;
20965;1962;ger;Weimar;Germany;2812482;50.9803;11.32903;1.0;DEU;West Germany;1960;West Germany;East Germany
2182;1962;ger;Leipzig;Germany;2879139;51.33962;12.37129;1.0;DEU;East Germany;1960;East Germany;
25290;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
20155;1962;rus;Moscow;Russia;524901;55.75222;37.61556;1.0;RUS;;1960;Russia;
20987;1962;ger;Berlin;Germany;2950159;52.52437;13.41053;1.0;DEU;East Germany;1960;East Germany;
9511;1962;hun;Budapest;Hungary;3054643;47.49835;19.04045;1.0;HUN;;1960;Hungary;
21042;1962;eng;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
6435;1962;pol;Prague;Czechia;3067696;50.08804;14.42076;1.0;CZE;;1960;Czech Republic;
