,year,geonames_name,geonames_country,geonames_id,geonames_lat,geonames_lng,weight,country_codes,map_year,historical_coutry_name
4580,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4572,1966,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
4551,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
24201,1966,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
20456,1966,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
4543,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
4542,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
4540,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
5442,1966,Madrid,Spain,3117735,40.4165,-3.70256,1.0,ESP,1960,Spain
4529,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
24066,1966,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
7722,1966,Hanoi,Vietnam,1581130,21.0245,105.84117,1.0,VNM,1960,Vietnam
4907,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
18362,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9594,1966,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
16774,1966,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
16776,1966,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
14366,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9605,1966,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
18286,1966,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
5441,1966,Madrid,Spain,3117735,40.4165,-3.70256,1.0,ESP,1960,Spain
18283,1966,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1960,USSR
4316,1966,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
1925,1966,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
4299,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
16733,1966,Kassel,Germany,2892518,51.31667,9.5,1.0,DEU,1960,West Germany
4625,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
9296,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
11757,1966,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
4872,1966,Hanau,Germany,2911007,50.13423,8.91418,1.0,DEU,1960,West Germany
4799,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4798,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
20541,1966,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
18728,1966,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
20605,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9266,1966,Hanau,Germany,2911007,50.13423,8.91418,1.0,DEU,1960,West Germany
19995,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
16588,1966,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Austria
16589,1966,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Austria
18737,1966,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
1674,1966,Turin,Italy,3165524,45.07049,7.68682,1.0,ITA,1960,Italy
18639,1966,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
9262,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
18606,1966,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
1681,1966,Turin,Italy,3165524,45.07049,7.68682,1.0,ITA,1960,Italy
6190,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
6197,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9249,1966,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
9239,1966,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
16615,1966,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
18455,1966,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
6215,1966,Zdar,Czechia,3061695,49.56263,15.93924,1.0,CZE,1960,Czechoslovakia
24239,1966,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
24238,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
9214,1966,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
9568,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
18772,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4256,1966,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
24202,1966,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
4251,1966,Hanau,Germany,2911007,50.13423,8.91418,1.0,DEU,1960,West Germany
4225,1966,Haarlem,Netherlands,2755003,52.38084,4.63683,1.0,NLD,1960,Netherlands
4224,1966,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Netherlands
6415,1966,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
6416,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
18033,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
10147,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
10149,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
6432,1966,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
4252,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
21046,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
2019,1966,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
18006,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
20408,1966,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
20405,1966,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
6437,1966,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
19436,1966,Lodz,Poland,3093133,51.77058,19.47395,1.0,POL,1960,Poland
23399,1966,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
10152,1966,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4236,1966,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1960,Finland
17507,1967,Tehran,Iran,112931,35.69439,51.42151,1.0,IRN,1960,Iran
21049,1967,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
21180,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
18007,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
27071,1967,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
9263,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
15390,1967,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
22953,1967,Leicester,United Kingdom,2644668,52.6386,-1.13169,0.5,GBR,1960,United Kingdom
22954,1967,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
20619,1967,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
20305,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
21488,1967,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1960,West Germany
21487,1967,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
23032,1967,Reinbek,Germany,2848845,53.51703,10.2488,0.5,DEU,1960,West Germany
23033,1967,Hamburg,Germany,2911298,53.55073,9.99302,0.5,DEU,1960,West Germany
9265,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
27072,1967,Bautzen,Germany,2951881,51.18035,14.43494,0.5,DEU,1960,East Germany
21148,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
14622,1967,Kassel,Germany,2892518,51.31667,9.5,1.0,DEU,1960,West Germany
10735,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
26512,1967,Wilhelmshöhe,Germany,2808679,51.31066,9.43116,1.0,DEU,1960,West Germany
8467,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
19695,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
5597,1967,Montreal,Canada,6077243,45.50884,-73.58781,1.0,CAN,1960,Canada
4016,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
18740,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
22595,1967,Aarau,Switzerland,2661881,47.38878,8.04826,0.5,CHE,1960,Switzerland
22596,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.5,DEU,1960,West Germany
8674,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
9565,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
17945,1967,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
22666,1967,Harmondsworth,United Kingdom,6951076,51.48836,-0.47757,0.5,GBR,1960,United Kingdom
22687,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
17525,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
9561,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
20687,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
21220,1967,Kassel,Germany,2892518,51.31667,9.5,1.0,DEU,1960,West Germany
27607,1967,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,West Germany
10734,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
21048,1967,Harmondsworth,United Kingdom,6951076,51.48836,-0.47757,1.0,GBR,1960,United Kingdom
22667,1967,Baltimore,United States,4347778,39.29038,-76.61219,0.5,USA,1960,United States
3087,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,United States
17457,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
17529,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
5177,1967,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1960,USSR
18920,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
19870,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
875,1967,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
9155,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
17416,1967,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,France
13893,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
17412,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Austria
19859,1967,Kassel,Germany,2892518,51.31667,9.5,1.0,DEU,1960,West Germany
19678,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
5618,1967,Lausanne,Switzerland,2659994,46.516,6.63282,1.0,CHE,1960,Switzerland
916,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
20485,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
9529,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
23390,1967,Feltham,United Kingdom,2649571,51.4462,-0.41388,1.0,GBR,1960,United Kingdom
23394,1967,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
10663,1967,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
23395,1967,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Poland
19757,1967,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
18666,1967,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1960,Yugoslavia
17423,1967,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Yugoslavia
2995,1967,Kyiv,Ukraine,703448,50.45466,30.5238,1.0,UKR,1960,USSR
6981,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
3072,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
18669,1967,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
13910,1967,Katowice,Poland,3096472,50.25841,19.02754,1.0,POL,1960,Poland
9949,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
18907,1967,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
18686,1967,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1960,Yugoslavia
15427,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
17427,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
20561,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
20555,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
8964,1967,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
8282,1967,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
21,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
838,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
841,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9962,1967,Maribor,Slovenia,3195506,46.55472,15.64667,1.0,SVN,1960,Yugoslavia
21105,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
21130,1967,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
18508,1967,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Austria
6363,1967,Tallinn,Estonia,588409,59.43696,24.75353,1.0,EST,1960,USSR
286,1967,Ashgabat,Turkmenistan,162183,37.95,58.38333,1.0,TKM,1960,USSR
164,1967,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1960,West Germany
15143,1967,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
8617,1967,Kyiv,Ukraine,703448,50.45466,30.5238,1.0,UKR,1960,USSR
27499,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
4495,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4528,1967,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
315,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
4534,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
18823,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
6663,1967,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
134,1967,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
17675,1967,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
4537,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
21465,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,East Germany
21423,1967,Honfleur,France,3013173,49.41985,0.23294,0.5,FRA,1960,East Germany
21422,1967,Paris,France,2988507,48.85341,2.3488,0.5,FRA,1960,France
21709,1967,Montreal,Canada,6077243,45.50884,-73.58781,1.0,CAN,1960,Canada
4548,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
316,1967,Hamburg,Germany,2911298,53.55073,9.99302,1.0,DEU,1960,West Germany
4972,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
20384,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
26395,1967,Venice,Italy,3164603,45.43713,12.33265,1.0,ITA,1960,Italy
8449,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
287,1967,Ashgabat,Turkmenistan,162183,37.95,58.38333,1.0,TKM,1960,USSR
6600,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
19674,1967,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
10958,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
6633,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
18767,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
26422,1967,Wilhelmshöhe,Germany,2808679,51.31066,9.43116,1.0,DEU,1960,West Germany
4906,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
20891,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
9593,1967,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1960,Austria
20805,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
5588,1967,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1960,Finland
8437,1967,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
20799,1967,Rio de Janeiro,Brazil,3451190,-22.90642,-43.18223,1.0,BRA,1960,Brazil
9592,1967,Stuttgart,Germany,2825297,48.78232,9.17702,0.5,DEU,1960,West Germany
4908,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
17751,1967,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
18184,1967,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
3293,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
21009,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Czechoslovakia
3733,1967,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
18194,1967,Verviers,Belgium,2784821,50.58907,5.86241,0.5,BEL,1960,Belgium
6514,1967,Toronto,Canada,6167865,43.70011,-79.4163,0.5,CAN,1960,Canada
9659,1967,Chişineu-Criş,Romania,682009,46.52509,21.51844,1.0,ROU,1960,Romania
9221,1967,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
19687,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
27372,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Czechoslovakia
5062,1967,Tallinn,Estonia,588409,59.43696,24.75353,1.0,EST,1960,USSR
5607,1967,Lausanne,Switzerland,2659994,46.516,6.63282,1.0,CHE,1960,Switzerland
9208,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Switzerland
17553,1967,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
8657,1967,Wiesbaden,Germany,2809346,50.08258,8.24932,1.0,DEU,1960,West Germany
3464,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
3323,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
9233,1967,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
3317,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
3304,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
3299,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
3297,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
4290,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
14231,1967,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
6515,1967,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
4307,1967,Brno,Czechia,3078610,49.19522,16.60796,1.0,CZE,1960,Czechoslovakia
26207,1967,Wilhelmshöhe,Germany,2808679,51.31066,9.43116,1.0,DEU,1960,West Germany
14221,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
15236,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
14190,1967,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
21333,1967,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
14013,1967,Almaty,Kazakhstan,1526384,43.25,76.91667,1.0,KAZ,1960,USSR
27552,1967,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
21332,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
18745,1967,Kyiv,Ukraine,703448,50.45466,30.5238,1.0,UKR,1960,USSR
21986,1967,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
18840,1967,Kyiv,Ukraine,703448,50.45466,30.5238,1.0,UKR,1960,USSR
4609,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
27553,1967,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Austria
18193,1967,Paris,France,2988507,48.85341,2.3488,0.5,FRA,1960,France
21331,1967,Merẖavya,Israel,294260,32.60432,35.30782,1.0,ISR,1960,Israel
26070,1967,Brno,Czechia,3078610,49.19522,16.60796,1.0,CZE,1960,Czechoslovakia
9207,1967,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Czechoslovakia
6773,1967,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
4598,1967,Yerevan,Armenia,616052,40.18111,44.51361,1.0,ARM,1960,USSR
21237,1967,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1960,Austria
9523,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
24092,1967,Hanau,Germany,2911007,50.13423,8.91418,0.5,DEU,1960,West Germany
11612,1967,Stockholm,Sweden,2673730,59.32938,18.06871,1.0,SWE,1960,West Germany
16763,1967,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
19940,1967,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
7665,1967,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1960,Yugoslavia
25130,1967,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
8882,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
25131,1967,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Czechoslovakia
23959,1967,Weimar,Germany,2812482,50.9803,11.32903,0.5,DEU,1960,East Germany
23958,1967,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1960,East Germany
2521,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
1370,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
7387,1967,Riga,Latvia,456172,56.946,24.10589,1.0,LVA,1960,USSR
7398,1967,Skopje,North Macedonia,785842,41.99646,21.43141,1.0,MKD,1960,Yugoslavia
1363,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
5314,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
19915,1967,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
1118,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
18986,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
20187,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
10088,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
2345,1967,Tel Aviv,Israel,293397,32.08088,34.78057,1.0,ISR,1960,Israel
17210,1967,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
24091,1967,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
19967,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
19489,1967,Deventer,Netherlands,2756987,52.255,6.16389,1.0,NLD,1960,Netherlands
16652,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
19488,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
11761,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
24206,1967,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
24205,1967,Hanau,Germany,2911007,50.13423,8.91418,0.5,DEU,1960,West Germany
25701,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
2651,1967,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
20279,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
7288,1967,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
5464,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
7718,1967,Lahore,Pakistan,1172451,31.558,74.35071,1.0,PAK,1960,Pakistan
11776,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
14777,1967,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,East Germany
7703,1967,Vijayawada,India,1253184,16.50745,80.6466,1.0,IND,1960,India
17223,1967,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
20259,1967,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
1270,1967,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
15813,1967,The Hague,Netherlands,2747373,52.07667,4.29861,1.0,NLD,1960,Netherlands
19968,1967,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
1950,1967,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
