,year,geonames_name,geonames_country,geonames_id,geonames_lat,geonames_lng,weight,country_codes,map_year,historical_coutry_name
4490,1996,Brasília,Brazil,3469058,-15.77972,-47.92972,1.0,BRA,1994,Brazil
13469,1996,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
12247,1996,Houten,Netherlands,2753557,52.02833,5.16806,0.5,NLD,1994,Netherlands
24964,1996,Mexico City,Mexico,3530597,19.42847,-99.12766,0.5,MEX,1994,Mexico
26137,1996,Taipei,Taiwan,1668341,25.04776,121.53185,1.0,TWN,1994,Taiwan
16885,1996,Izabelin,Poland,7535582,52.29992,20.81729,1.0,POL,1994,Poland
18333,1996,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1994,Germany
13687,1996,Stockholm,Sweden,2673730,59.32938,18.06871,1.0,SWE,1994,Germany
26385,1996,Leipzig,Germany,2879139,51.33962,12.37129,0.3333333333333333,DEU,1994,Germany
25670,1996,Toronto,Canada,6167865,43.70011,-79.4163,0.3333333333333333,CAN,1994,Canada
18430,1996,Irun,Spain,3120304,43.33904,-1.78938,1.0,ESP,1994,France
8262,1996,Wroclaw,Poland,3081368,51.1,17.03333,1.0,POL,1994,Poland
18332,1996,Passau,Germany,2855328,48.5665,13.43122,0.5,DEU,1994,Austria
27636,1997,Lewiston,United States,4969398,44.10035,-70.21478,1.0,USA,1994,United States
2261,1997,Ottensheim,Austria,2769342,48.33246,14.17425,1.0,AUT,1994,Austria
22352,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
591,1997,Vilnius,Lithuania,593116,54.68916,25.2798,1.0,LTU,1994,Lithuania
24543,1997,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1994,Hungary
25943,1997,Sauve,France,2975674,43.94208,3.94935,0.5,FRA,1994,France
16938,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
24551,1997,Warsaw,Poland,756135,52.22977,21.01178,0.5,POL,1994,Poland
2338,1997,Hamburg,Germany,2911298,53.55073,9.99302,1.0,DEU,1994,Germany
25935,1997,Evanston,United States,4891382,42.04114,-87.69006,1.0,USA,1994,Germany
16006,1997,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1994,Germany
8089,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
20018,1997,Mannheim,Germany,2873891,49.4891,8.46694,1.0,DEU,1994,Germany
12928,1997,Reykjavik,Iceland,3413829,64.13548,-21.89541,1.0,ISL,1994,Germany
23013,1997,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1994,Germany
24628,1997,The Hague,Netherlands,2747373,52.07667,4.29861,0.3333333333333333,NLD,1994,Netherlands
8075,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
15145,1997,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1994,Germany
24626,1997,Baarn,Netherlands,2759544,52.21167,5.2875,0.3333333333333333,NLD,1994,Netherlands
24802,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
27199,1997,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1994,Croatia
18602,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
24552,1997,Wroclaw,Poland,3081368,51.1,17.03333,0.5,POL,1994,Poland
2538,1997,Jeseník,Czechia,3074281,50.22937,17.20464,1.0,CZE,1994,Czech Republic
7461,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
7458,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
8247,1997,Katowice,Poland,3096472,50.25841,19.02754,1.0,POL,1994,Poland
23014,1997,Toronto,Canada,6167865,43.70011,-79.4163,0.5,CAN,1994,Canada
12984,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
23011,1997,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1994,Italy
23012,1997,Toronto,Canada,6167865,43.70011,-79.4163,0.5,CAN,1994,Canada
6872,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
16740,1997,Hauzenberg,Germany,2908661,48.64957,13.62645,1.0,DEU,1994,Germany
628,1997,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1994,Romania
18582,1997,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1994,Austria
13014,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
1097,1997,São Paulo,Brazil,3448439,-23.5475,-46.63611,1.0,BRA,1994,Brazil
11232,1997,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1994,Germany
364,1997,Sofia,Bulgaria,727011,42.69751,23.32415,1.0,BGR,1994,Bulgaria
26334,1997,Taipei,Taiwan,1668341,25.04776,121.53185,1.0,TWN,1994,Taiwan
4682,1997,Brno,Czechia,3078610,49.19522,16.60796,1.0,CZE,1994,Czech Republic
6610,1997,Levice,Slovakia,3059101,48.21563,18.60705,1.0,SVK,1994,Slovakia
3754,1997,Turin,Italy,3165524,45.07049,7.68682,1.0,ITA,1994,Italy
12943,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
26286,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1994,Austria
12503,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
9244,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
24627,1997,Houten,Netherlands,2753557,52.02833,5.16806,0.3333333333333333,NLD,1994,Netherlands
3004,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
9100,1997,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1994,Germany
25476,1997,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1994,Germany
12531,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
25477,1997,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1994,Czech Republic
23743,1997,Chicago,United States,4887398,41.85003,-87.65005,0.5,USA,1994,United States
11073,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,United States
19724,1997,Pisa,Italy,3170647,43.70853,10.4036,1.0,ITA,1994,Italy
8270,1997,Izabelin,Poland,7535582,52.29992,20.81729,1.0,POL,1994,Poland
8276,1997,Izabelin,Poland,7535582,52.29992,20.81729,1.0,POL,1994,Poland
12715,1997,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1994,Austria
8183,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
3042,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
8783,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
17610,1997,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1994,Norway
295,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
303,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
24759,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
26382,1997,Leipzig,Germany,2879139,51.33962,12.37129,0.3333333333333333,DEU,1994,Germany
26381,1997,Düsseldorf,Germany,2934246,51.22172,6.77616,0.3333333333333333,DEU,1994,Germany
26380,1997,Stuttgart,Germany,2825297,48.78232,9.17702,0.3333333333333333,DEU,1994,Germany
2418,1997,Madrid,Spain,3117735,40.4165,-3.70256,1.0,ESP,1994,Spain
24661,1997,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1994,United Kingdom
24660,1997,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1994,United Kingdom
19694,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
5662,1997,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1994,Germany
5666,1997,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1994,Germany
23742,1997,New Haven,United States,4839366,41.30815,-72.92816,0.5,USA,1994,United States
16860,1997,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1994,United Kingdom
23700,1997,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1994,United Kingdom
23701,1997,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1994,United Kingdom
13652,1997,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1994,Croatia
23380,1997,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1994,Hungary
23381,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1994,Austria
5820,1997,Vilnius,Lithuania,593116,54.68916,25.2798,1.0,LTU,1994,Lithuania
8761,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
12705,1997,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1994,Germany
2918,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
27387,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
4476,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
12859,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
11045,1997,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
15000,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
12863,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
14996,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
11056,1997,Minsk,Belarus,625144,53.9,27.56667,1.0,BLR,1994,Byelarus
16880,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
16882,1997,Pescara,Italy,3171168,42.4584,14.20283,1.0,ITA,1994,Italy
13658,1997,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1994,Croatia
27265,1997,Singapore,Singapore,1880252,1.28967,103.85007,1.0,SGP,1994,Croatia
6806,1997,Boston,United States,4930956,42.35843,-71.05977,1.0,USA,1994,United States
12558,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
11962,1997,Tirana,Albania,3183875,41.3275,19.81889,1.0,ALB,1994,Albania
19573,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
8295,1997,Izabelin,Poland,7535582,52.29992,20.81729,1.0,POL,1994,Poland
1011,1997,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1994,Poland
12823,1997,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1994,Croatia
17812,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
20864,1997,Tehran,Iran,112931,35.69439,51.42151,1.0,IRN,1994,Iran
994,1997,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1994,Iran
26354,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Iran
26353,1997,Venice,Italy,3164603,45.43713,12.33265,1.0,ITA,1994,Italy
10952,1997,Houston,United States,4699066,29.76328,-95.36327,0.5,USA,1994,United States
10951,1997,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1994,Czech Republic
13521,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Czech Republic
16755,1997,Vimperk,Czechia,3062888,49.05857,13.78286,0.5,CZE,1994,Czech Republic
12913,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
16754,1997,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1994,Czech Republic
12918,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
20710,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
13514,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Czech Republic
12716,1997,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1994,Germany
13533,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Germany
4646,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1994,Austria
6531,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
4585,1997,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1994,Germany
3040,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
21384,1997,Saint-Pierre-la-Vieille,France,2977437,48.91923,-0.5763,0.3333333333333333,FRA,1994,France
21383,1997,Paris,France,2988507,48.85341,2.3488,0.3333333333333333,FRA,1994,France
21382,1997,La Ville du Bout,France,3005523,46.74839,2.58317,0.3333333333333333,FRA,1994,France
8137,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
8129,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
10724,1997,Uherské Hradiště,Czechia,3063739,49.06975,17.45969,1.0,CZE,1994,Czech Republic
8124,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
13565,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Hungary
848,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
12082,1997,Shenyang,China,2034937,41.79222,123.43278,0.5,CHN,1994,China
6836,1997,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1994,United Kingdom
11980,1997,Damascus,Syria,170654,33.5102,36.29128,1.0,SYR,1994,Syria
12083,1997,Beijing,China,1816670,39.9075,116.39723,0.5,CHN,1994,China
11177,1997,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1994,Finland
339,1997,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
8691,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
341,1997,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
25944,1997,Marseille,France,2995469,43.29695,5.38107,0.5,FRA,1994,France
22238,1997,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1994,Russia
20029,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
8023,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
24542,1997,Szeged,Hungary,715429,46.253,20.14824,0.5,HUN,1994,Hungary
22585,1997,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1994,United Kingdom
25663,1997,Toronto,Canada,6167865,43.70011,-79.4163,0.25,CAN,1994,Canada
5877,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
20309,1997,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1994,Romania
18229,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
21974,1997,Evanston,United States,4891382,42.04114,-87.69006,1.0,USA,1994,Czech Republic
25662,1997,Hopewell,United States,5099312,40.38927,-74.76183,0.25,USA,1994,United States
7327,1997,Yokohama,Japan,1848354,35.43333,139.65,1.0,JPN,1994,Japan
25746,1997,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1994,Japan
24961,1997,Barcelona,Spain,3128760,41.38879,2.15899,0.5,ESP,1994,Japan
6374,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
1835,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
1717,1997,Guilin,China,1809498,25.28022,110.29639,1.0,CHN,1994,China
13290,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
4060,1997,Sankt Ottilien,Germany,3208363,48.09572,11.04516,1.0,DEU,1994,Germany
24962,1997,Mexico City,Mexico,3530597,19.42847,-99.12766,0.5,MEX,1994,Mexico
7852,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Mexico
8386,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Mexico
7947,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
26140,1997,Colognola ai Colli,Italy,6534655,45.43369,11.18429,1.0,ITA,1994,Italy
5030,1997,Beijing,China,1816670,39.9075,116.39723,1.0,CHN,1994,China
25664,1997,London,United Kingdom,2643743,51.50853,-0.12574,0.25,GBR,1994,United Kingdom
9632,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
16265,1997,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1994,Austria
13262,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
23535,1997,Sibiu,Romania,667268,45.8,24.15,0.5,ROU,1994,Romania
5854,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
12462,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
23536,1997,Galati,Romania,677697,45.43687,28.05028,0.5,ROU,1994,Romania
17789,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
22813,1997,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1994,Germany
22812,1997,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1994,Austria
24943,1997,Barcelona,Spain,3128760,41.38879,2.15899,0.5,ESP,1994,Austria
4161,1997,Sibiu,Romania,667268,45.8,24.15,1.0,ROU,1994,Romania
430,1997,Toronto,Canada,6167865,43.70011,-79.4163,1.0,CAN,1994,Canada
9448,1997,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1994,Germany
7959,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
9845,1997,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1994,Hungary
4147,1997,Krakow,Poland,3094802,50.06143,19.93658,1.0,POL,1994,Poland
18944,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
24944,1997,Mexico City,Mexico,3530597,19.42847,-99.12766,0.5,MEX,1994,Mexico
11704,1997,Tirana,Albania,3183875,41.3275,19.81889,1.0,ALB,1994,Albania
1401,1997,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1994,Germany
19534,1997,Singapore,Singapore,1880252,1.28967,103.85007,1.0,SGP,1994,Germany
10882,1997,Ostrava,Czechia,3068799,49.83465,18.28204,1.0,CZE,1994,Czech Republic
8362,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,Czech Republic
7837,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
27509,1997,Sydney,Australia,2147714,-33.86785,151.20732,1.0,AUS,1994,Australia
7870,1997,San Diego,United States,5391811,32.71571,-117.16472,1.0,USA,1994,United States
9642,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
6405,1997,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1994,Greece
9678,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
5939,1997,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
14167,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
6385,1997,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1994,Austria
5749,1997,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1994,Hungary
7915,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
10360,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
4089,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
1461,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
16425,1997,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1994,Slovenia
7901,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
7905,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
463,1997,La Tour-d'Aigues,France,3006213,43.72531,5.54796,1.0,FRA,1994,France
10354,1997,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1994,United Kingdom
7903,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
14099,1997,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1994,Finland
4092,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
4093,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
9697,1997,Weinheim,Germany,2812174,49.54887,8.66697,1.0,DEU,1994,Germany
9702,1997,Paderborn,Germany,2855745,51.71905,8.75439,1.0,DEU,1994,Germany
7924,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
7334,1997,Tokyo,Japan,1850147,35.6895,139.69171,1.0,JPN,1994,Japan
13321,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
9676,1997,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1994,Poland
12652,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
9645,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
22623,1997,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1994,Austria
9648,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
5748,1997,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1994,Czech Republic
22624,1997,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1994,Germany
11647,1997,Istanbul,Turkey,745044,41.01384,28.94966,1.0,TUR,1994,Turkey
4066,1997,Casale Monferrato,Italy,3180208,45.13338,8.4525,1.0,ITA,1994,Italy
1746,1997,Evanston,United States,4891382,42.04114,-87.69006,1.0,USA,1994,Italy
7343,1997,Tokyo,Japan,1850147,35.6895,139.69171,1.0,JPN,1994,Japan
26800,1997,Saulxures-lès-Nancy,France,2975778,48.68872,6.24353,1.0,FRA,1994,France
21151,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
1756,1997,Brussels,Belgium,2800866,50.85045,4.34878,1.0,BEL,1994,Belgium
473,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
3257,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
6381,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
10382,1997,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1994,Croatia
4085,1997,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1994,Italy
5924,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1994,Austria
10647,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
10379,1997,Tel Aviv,Israel,293397,32.08088,34.78057,1.0,ISR,1994,Israel
25747,1997,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1994,United Kingdom
7962,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
7960,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
5848,1997,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1994,Poland
11795,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.3333333333333333,DEU,1994,Germany
12426,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
21547,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1994,Austria
11794,1997,Aarau,Switzerland,2661881,47.39254,8.04422,0.3333333333333333,CHE,1994,
14567,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
9992,1997,Hanau,Germany,2911007,50.13423,8.91418,1.0,DEU,1994,Germany
11793,1997,Salzburg,Austria,2766824,47.79941,13.04399,0.3333333333333333,AUT,1994,Austria
13130,1997,Seoul,South Korea,1835848,37.566,126.9784,1.0,KOR,1994,"Korea, Republic of"
20092,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
11317,1997,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1994,Greece
16085,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
3481,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
16616,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
1238,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
1666,1997,Samotíšky,Czechia,3066416,49.63042,17.32807,1.0,CZE,1994,Czech Republic
16097,1997,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1994,Germany
5372,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
13146,1997,Vilnius,Lithuania,593116,54.68916,25.2798,1.0,LTU,1994,Lithuania
25992,1997,La Tour-d'Aigues,France,3006213,43.72531,5.54796,1.0,FRA,1994,France
10001,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
14580,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
8016,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
12148,1997,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1994,Germany
13043,1997,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1994,Italy
10014,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
1534,1997,Brno,Czechia,3078610,49.19522,16.60796,1.0,CZE,1994,Czech Republic
21814,1997,La Tour-d'Aigues,France,3006213,43.72531,5.54796,1.0,FRA,1994,France
646,1997,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1994,France
7118,1997,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1994,Czech Republic
16030,1997,Tokyo,Japan,1850147,35.6895,139.69171,1.0,JPN,1994,Japan
11845,1997,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1994,Japan
6316,1997,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1994,Netherlands
5360,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
3140,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
19481,1997,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1994,Norway
18330,1997,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1994,Germany
22929,1997,Mannheim,Germany,2873891,49.4891,8.46694,0.5,DEU,1994,Germany
22928,1997,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1994,Germany
8033,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1994,Germany
1907,1997,Liptovský Mikuláš,Slovakia,3059050,49.08061,19.62218,1.0,SVK,1994,Slovakia
10459,1997,Grenoble,France,3014728,45.17869,5.71479,1.0,FRA,1994,France
7184,1997,Tel Aviv,Israel,293397,32.08088,34.78057,1.0,ISR,1994,Israel
715,1997,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1994,Germany
12443,1997,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1994,France
10021,1997,Florence,Italy,3176959,43.77925,11.24626,1.0,ITA,1994,Italy
24895,1997,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.5,DEU,1994,Germany
24896,1997,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1994,Germany
9381,1997,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1994,Austria
