,country,map_year,weights
886,Netherlands Antilles,1914,1.0
887,Aruba,1914,1.0
888,Belgium,1914,1.0
889,The Netherlands,1914,1.0
890,Suriname,1914,1.0
891,Sint Maarten,1914,1.0
892,Curacao,1914,1.0
893,"Bonaire, Saint Eustatius and Saba ",1914,1.0
894,Belgium dut,1914,1.0
895,Netherlands,1914,1.0
896,Argentina,1914,1.0
897,Bolivia,1914,1.0
898,Chile,1914,1.0
899,Colombia,1914,1.0
900,Costa Rica,1914,1.0
901,Cuba,1914,1.0
902,Dominican Republic,1914,1.0
903,Ecuador,1914,1.0
904,Spain,1914,1.0
905,Equatorial Guinea,1914,1.0
906,Guatemala,1914,1.0
907,Honduras,1914,1.0
908,Mexico,1914,1.0
909,Nicaragua,1914,1.0
910,Panama,1914,1.0
911,Peru,1914,1.0
912,Paraguay,1914,1.0
913,El Salvador,1914,1.0
914,Uruguay,1914,1.0
915,Venezuela,1914,1.0
916,Germany,1900,170.0
917,Austria,1900,170.0
918,Switzerland,1900,170.0
919,Liechtenstein,1900,170.0
920,West Germany,1900,170.0
921,East Germany,1900,170.0
922,Switzerland ger,1900,170.0
923,South Georgia and the South Sandwich Islands,1900,30.0
924,South Sudan,1900,30.0
925,Antigua and Barbuda,1900,30.0
926,Anguilla,1900,30.0
927,American Samoa,1900,30.0
928,Australia,1900,30.0
929,Barbados,1900,30.0
930,Bermuda,1900,30.0
931,Bahamas,1900,30.0
932,Botswana,1900,30.0
933,Belize,1900,30.0
934,Canada,1900,30.0
935,Cook Islands,1900,30.0
936,Cameroon,1900,30.0
937,Dominica,1900,30.0
938,Fiji,1900,30.0
939,Falkland Islands,1900,30.0
940,Micronesia,1900,30.0
941,United Kingdom,1900,30.0
942,Grenada,1900,30.0
943,Ghana,1900,30.0
944,Gibraltar,1900,30.0
945,Gambia,1900,30.0
946,Guam,1900,30.0
947,Guyana,1900,30.0
948,Ireland,1900,30.0
949,British Indian Ocean Territory,1900,30.0
950,Jamaica,1900,30.0
951,Kiribati,1900,30.0
952,Saint Kitts and Nevis,1900,30.0
953,Cayman Islands,1900,30.0
954,Saint Lucia,1900,30.0
955,Liberia,1900,30.0
956,Montserrat,1900,30.0
957,Mauritius,1900,30.0
958,Namibia,1900,30.0
959,Norfolk Island,1900,30.0
960,Nigeria,1900,30.0
961,New Zealand,1900,30.0
962,Pitcairn,1900,30.0
963,Puerto Rico,1900,30.0
964,Solomon Islands,1900,30.0
965,Seychelles,1900,30.0
966,Saint Helena,1900,30.0
967,Sierra Leone,1900,30.0
968,Turks and Caicos Islands,1900,30.0
969,Trinidad and Tobago,1900,30.0
970,United States Minor Outlying Islands,1900,30.0
971,United States,1900,30.0
972,Saint Vincent and the Grenadines,1900,30.0
973,British Virgin Islands,1900,30.0
974,U.S. Virgin Islands,1900,30.0
975,Zambia,1900,30.0
976,Jersey,1900,30.0
977,Isle of Man,1900,30.0
978,Guernsey,1900,30.0
979,Christmas Island,1900,30.0
980,Canada eng,1900,30.0
981,South Africa,1900,30.0
982,Poland,1900,49.0
983,Slovenia,1900,22.0
984,Saint Barthelemy,1900,19.0
985,Saint Martin,1900,19.0
986,French Southern Territories,1900,19.0
987,Benin,1900,19.0
988,Democratic Republic of the Congo,1900,19.0
989,Republic of the Congo,1900,19.0
990,Ivory Coast,1900,19.0
991,France,1900,19.0
992,Gabon,1900,19.0
993,French Guiana,1900,19.0
994,Guinea,1900,19.0
995,Guadeloupe,1900,19.0
996,Monaco,1900,19.0
997,Madagascar,1900,19.0
998,Martinique,1900,19.0
999,New Caledonia,1900,19.0
1000,Niger,1900,19.0
1001,French Polynesia,1900,19.0
1002,Saint Pierre and Miquelon,1900,19.0
1003,Reunion,1900,19.0
1004,Senegal,1900,19.0
1005,Togo,1900,19.0
1006,Mayotte,1900,19.0
1007,Canada fre,1900,19.0
1008,Switzerland fre,1900,19.0
1009,Belgium fre,1900,19.0
1010,Russia,1900,25.0
1011,Kazakhstan,1900,25.0
1012,Kyrgyzstan,1900,25.0
1013,Croatia,1900,20.0
1014,Argentina,1900,8.0
1015,Bolivia,1900,8.0
1016,Chile,1900,8.0
1017,Colombia,1900,8.0
1018,Costa Rica,1900,8.0
1019,Cuba,1900,8.0
1020,Dominican Republic,1900,8.0
1021,Ecuador,1900,8.0
1022,Spain,1900,8.0
1023,Equatorial Guinea,1900,8.0
1024,Guatemala,1900,8.0
1025,Honduras,1900,8.0
1026,Mexico,1900,8.0
1027,Nicaragua,1900,8.0
1028,Panama,1900,8.0
1029,Peru,1900,8.0
1030,Paraguay,1900,8.0
1031,El Salvador,1900,8.0
1032,Uruguay,1900,8.0
1033,Venezuela,1900,8.0
1034,Ukraine,1900,5.0
1035,Serbia,1900,2.0
1036,Montenegro,1900,2.0
1037,Slovakia,1900,2.0
1038,Denmark,1900,2.0
1039,Netherlands Antilles,1900,1.0
1040,Aruba,1900,1.0
1041,Belgium,1900,1.0
1042,The Netherlands,1900,1.0
1043,Suriname,1900,1.0
1044,Sint Maarten,1900,1.0
1045,Curacao,1900,1.0
1046,"Bonaire, Saint Eustatius and Saba ",1900,1.0
1047,Belgium dut,1900,1.0
1048,Netherlands,1900,1.0
1049,Italy,1900,2.0
1050,San Marino,1900,2.0
1051,Aland Islands,1900,1.0
1052,Sweden,1900,1.0
1053,Romania,1900,2.0
1054,Moldova,1900,2.0
1055,Slovenia,1880,21.0
1056,Germany,1880,136.0
1057,Austria,1880,136.0
1058,Switzerland,1880,136.0
1059,Liechtenstein,1880,136.0
1060,West Germany,1880,136.0
1061,East Germany,1880,136.0
1062,Switzerland ger,1880,136.0
1063,Russia,1880,16.0
1064,Kazakhstan,1880,16.0
1065,Kyrgyzstan,1880,16.0
1066,South Georgia and the South Sandwich Islands,1880,24.999999999999996
1067,South Sudan,1880,24.999999999999996
1068,Antigua and Barbuda,1880,24.999999999999996
1069,Anguilla,1880,24.999999999999996
1070,American Samoa,1880,24.999999999999996
1071,Australia,1880,24.999999999999996
1072,Barbados,1880,24.999999999999996
1073,Bermuda,1880,24.999999999999996
1074,Bahamas,1880,24.999999999999996
1075,Botswana,1880,24.999999999999996
1076,Belize,1880,24.999999999999996
1077,Canada,1880,24.999999999999996
1078,Cook Islands,1880,24.999999999999996
1079,Cameroon,1880,24.999999999999996
1080,Dominica,1880,24.999999999999996
1081,Fiji,1880,24.999999999999996
1082,Falkland Islands,1880,24.999999999999996
1083,Micronesia,1880,24.999999999999996
1084,United Kingdom,1880,24.999999999999996
1085,Grenada,1880,24.999999999999996
1086,Ghana,1880,24.999999999999996
1087,Gibraltar,1880,24.999999999999996
1088,Gambia,1880,24.999999999999996
1089,Guam,1880,24.999999999999996
1090,Guyana,1880,24.999999999999996
1091,Ireland,1880,24.999999999999996
1092,British Indian Ocean Territory,1880,24.999999999999996
1093,Jamaica,1880,24.999999999999996
1094,Kiribati,1880,24.999999999999996
1095,Saint Kitts and Nevis,1880,24.999999999999996
1096,Cayman Islands,1880,24.999999999999996
1097,Saint Lucia,1880,24.999999999999996
1098,Liberia,1880,24.999999999999996
1099,Montserrat,1880,24.999999999999996
1100,Mauritius,1880,24.999999999999996
1101,Namibia,1880,24.999999999999996
1102,Norfolk Island,1880,24.999999999999996
1103,Nigeria,1880,24.999999999999996
1104,New Zealand,1880,24.999999999999996
1105,Pitcairn,1880,24.999999999999996
1106,Puerto Rico,1880,24.999999999999996
1107,Solomon Islands,1880,24.999999999999996
1108,Seychelles,1880,24.999999999999996
1109,Saint Helena,1880,24.999999999999996
1110,Sierra Leone,1880,24.999999999999996
1111,Turks and Caicos Islands,1880,24.999999999999996
1112,Trinidad and Tobago,1880,24.999999999999996
1113,United States Minor Outlying Islands,1880,24.999999999999996
1114,United States,1880,24.999999999999996
1115,Saint Vincent and the Grenadines,1880,24.999999999999996
1116,British Virgin Islands,1880,24.999999999999996
1117,U.S. Virgin Islands,1880,24.999999999999996
1118,Zambia,1880,24.999999999999996
1119,Jersey,1880,24.999999999999996
1120,Isle of Man,1880,24.999999999999996
1121,Guernsey,1880,24.999999999999996
1122,Christmas Island,1880,24.999999999999996
1123,Canada eng,1880,24.999999999999996
1124,South Africa,1880,24.999999999999996
1125,Poland,1880,36.0
1126,Saint Barthelemy,1880,7.0
1127,Saint Martin,1880,7.0
1128,French Southern Territories,1880,7.0
1129,Benin,1880,7.0
1130,Democratic Republic of the Congo,1880,7.0
1131,Republic of the Congo,1880,7.0
1132,Ivory Coast,1880,7.0
1133,France,1880,7.0
1134,Gabon,1880,7.0
1135,French Guiana,1880,7.0
1136,Guinea,1880,7.0
1137,Guadeloupe,1880,7.0
1138,Monaco,1880,7.0
1139,Madagascar,1880,7.0
1140,Martinique,1880,7.0
1141,New Caledonia,1880,7.0
1142,Niger,1880,7.0
1143,French Polynesia,1880,7.0
1144,Saint Pierre and Miquelon,1880,7.0
1145,Reunion,1880,7.0
1146,Senegal,1880,7.0
1147,Togo,1880,7.0
1148,Mayotte,1880,7.0
1149,Canada fre,1880,7.0
1150,Switzerland fre,1880,7.0
1151,Belgium fre,1880,7.0
1152,Croatia,1880,7.0
1153,Denmark,1880,2.0
1154,Netherlands Antilles,1880,1.0
1155,Aruba,1880,1.0
1156,Belgium,1880,1.0
1157,The Netherlands,1880,1.0
1158,Suriname,1880,1.0
1159,Sint Maarten,1880,1.0
1160,Curacao,1880,1.0
1161,"Bonaire, Saint Eustatius and Saba ",1880,1.0
1162,Belgium dut,1880,1.0
1163,Netherlands,1880,1.0
1164,Serbia,1880,2.0
1165,Montenegro,1880,2.0
1166,Romania,1880,1.0
1167,Moldova,1880,1.0
1168,Ukraine,1880,3.0
1169,Poland,1815,24.0
1170,Germany,1815,122.0
1171,Austria,1815,122.0
1172,Switzerland,1815,122.0
1173,Liechtenstein,1815,122.0
1174,West Germany,1815,122.0
1175,East Germany,1815,122.0
1176,Switzerland ger,1815,122.0
1177,Russia,1815,19.0
1178,Kazakhstan,1815,19.0
1179,Kyrgyzstan,1815,19.0
1180,South Georgia and the South Sandwich Islands,1815,9.0
1181,South Sudan,1815,9.0
1182,Antigua and Barbuda,1815,9.0
1183,Anguilla,1815,9.0
1184,American Samoa,1815,9.0
1185,Australia,1815,9.0
1186,Barbados,1815,9.0
1187,Bermuda,1815,9.0
1188,Bahamas,1815,9.0
1189,Botswana,1815,9.0
1190,Belize,1815,9.0
1191,Canada,1815,9.0
1192,Cook Islands,1815,9.0
1193,Cameroon,1815,9.0
1194,Dominica,1815,9.0
1195,Fiji,1815,9.0
1196,Falkland Islands,1815,9.0
1197,Micronesia,1815,9.0
1198,United Kingdom,1815,9.0
1199,Grenada,1815,9.0
1200,Ghana,1815,9.0
1201,Gibraltar,1815,9.0
1202,Gambia,1815,9.0
1203,Guam,1815,9.0
1204,Guyana,1815,9.0
1205,Ireland,1815,9.0
1206,British Indian Ocean Territory,1815,9.0
1207,Jamaica,1815,9.0
1208,Kiribati,1815,9.0
1209,Saint Kitts and Nevis,1815,9.0
1210,Cayman Islands,1815,9.0
1211,Saint Lucia,1815,9.0
1212,Liberia,1815,9.0
1213,Montserrat,1815,9.0
1214,Mauritius,1815,9.0
1215,Namibia,1815,9.0
1216,Norfolk Island,1815,9.0
1217,Nigeria,1815,9.0
1218,New Zealand,1815,9.0
1219,Pitcairn,1815,9.0
1220,Puerto Rico,1815,9.0
1221,Solomon Islands,1815,9.0
1222,Seychelles,1815,9.0
1223,Saint Helena,1815,9.0
1224,Sierra Leone,1815,9.0
1225,Turks and Caicos Islands,1815,9.0
1226,Trinidad and Tobago,1815,9.0
1227,United States Minor Outlying Islands,1815,9.0
1228,United States,1815,9.0
1229,Saint Vincent and the Grenadines,1815,9.0
1230,British Virgin Islands,1815,9.0
1231,U.S. Virgin Islands,1815,9.0
1232,Zambia,1815,9.0
1233,Jersey,1815,9.0
1234,Isle of Man,1815,9.0
1235,Guernsey,1815,9.0
1236,Christmas Island,1815,9.0
1237,Canada eng,1815,9.0
1238,South Africa,1815,9.0
1239,Croatia,1815,5.0
1240,Slovenia,1815,7.0
1241,Italy,1815,1.0
1242,San Marino,1815,1.0
1243,Ukraine,1815,1.0
1244,Serbia,1815,3.0
1245,Montenegro,1815,3.0
1246,Hungary,1815,3.0
1247,Serbia and Montenegro,1815,1.0
1248,Denmark,1815,1.0
