,country,map_year,weights
182,Croatia,1967,30.0
183,Bosnia and Herzegovina,1967,30.0
184,Serbia,1967,32.5
185,Montenegro,1967,30.0
186,Slovenia,1967,80.5
187,Macedonia,1967,37.0
188,Romania,1967,29.5
189,India,1967,3.0
190,Pakistan,1967,1.0
191,Sweden,1967,41.49999999999999
192,Iran,1967,3.0
193,Switzerland ita,1967,79.25
194,Italy,1967,84.5
195,Brazil,1967,3.0
196,Bulgaria,1967,23.0
197,Norway,1967,9.0
198,Australia,1967,6.0
199,Spain,1967,23.0
200,Catalonia,1967,22.0
201,Turkey,1967,11.0
202,Cuba,1967,5.0
203,Panama,1967,1.0
204,Argentina,1967,6.5
205,Ecuador,1967,1.0
206,Greece,1967,6.0
207,Portugal,1967,2.0
208,Kyrgyzstan,1967,1.0
209,Chile,1967,1.0
210,"Korea, Republic of",1967,1.0
211,South Africa,1967,4.0
212,Venezuela,1967,2.0
213,China,1967,1.0
214,Colombia,1967,2.0
215,Mongolia,1967,2.0
216,Vietnam,1967,1.0
217,Indonesia,1967,2.0
218,Albania,1967,1.0
219,Tajikistan,1967,1.0
220,Czech Republic,1978,264.9166666666667
221,Lithuania,1978,110.99999999999999
222,Estonia,1978,118.99999999999999
223,Latvia,1978,112.99999999999999
224,Byelarus,1978,110.16666666666664
225,Ukraine,1978,120.99999999999999
226,Moldova,1978,108.99999999999999
227,Russia,1978,110.99999999999999
228,Georgia,1978,107.99999999999999
229,Azerbaijan,1978,108.99999999999999
230,Armenia,1978,113.99999999999999
231,Kazakhstan,1978,109.99999999999999
232,Turkmenistan,1978,107.99999999999999
233,Uzbekistan,1978,108.99999999999999
234,United Kingdom,1978,123.84999999999994
235,Ireland,1978,115.34999999999995
236,Sweden,1978,81.33333333333334
237,United States,1978,149.35
238,Hungary,1978,237.5
239,Romania,1978,42.0
240,Slovenia,1978,136.0
241,West Germany,1978,687.4999999999998
242,Austria,1978,662.9999999999997
243,Switzerland ger,1978,669.333333333333
244,Liechtenstein,1978,660.6666666666663
245,Poland,1978,199.75
246,Belgium dut,1978,109.99999999999999
247,Netherlands,1978,115.74999999999999
248,Finland,1978,48.333333333333364
249,Bulgaria,1978,34.0
250,France,1978,307.6666666666667
251,Switzerland fre,1978,309.83333333333337
252,Belgium fre,1978,301.1666666666667
253,Monaco,1978,301.1666666666667
254,Luxembourg,1978,301.1666666666667
255,Croatia,1978,84.0
256,Bosnia and Herzegovina,1978,83.0
257,Serbia,1978,89.0
258,Montenegro,1978,83.0
259,Macedonia,1978,91.0
260,Slovakia,1978,200.0
261,Italy,1978,114.0
262,East Germany,1978,206.66666666666674
263,Switzerland ita,1978,110.16666666666667
264,Japan,1978,21.0
265,,1978,2.0
266,Thailand,1978,1.0
267,China,1978,27.0
268,Greece,1978,21.0
269,Norway,1978,31.0
270,Brazil,1978,12.5
271,Turkey,1978,22.0
272,South Africa,1978,3.5
273,Canada,1978,34.466666666666654
274,Israel,1978,33.0
275,Indonesia,1978,1.0
276,Argentina,1978,6.833333333333333
277,Colombia,1978,2.8333333333333335
278,Denmark,1978,30.0
279,Spain,1978,90.24999999999999
280,Catalonia,1978,106.25
281,Portugal,1978,8.5
282,Mongolia,1978,1.0
283,Cuba,1978,12.666666666666666
284,Australia,1978,5.75
285,Dominican Republic,1978,2.0
286,Tajikistan,1978,3.0
287,Mexico,1978,8.916666666666666
288,"Korea, Republic of",1978,7.0
289,Nicaragua,1978,1.0
290,Paraguay,1978,2.0
291,Kyrgyzstan,1978,1.0
292,Vietnam,1978,1.0
293,Iraq,1978,1.0
294,Iran,1978,9.0
295,India,1978,2.0
296,Costa Rica,1978,2.0
297,Algeria,1978,2.0
298,Tunisia,1978,2.0
299,Syria,1978,2.0
300,Panama,1978,2.0
301,Taiwan,1978,5.0
302,West Germany,1989,675.5166666666674
303,East Germany,1989,675.5166666666674
304,Austria,1989,672.0166666666674
305,Switzerland ger,1989,668.0166666666674
306,Liechtenstein,1989,666.0166666666674
307,Czech Republic,1989,376.3333333333333
308,United States,1989,246.43333333333345
309,France,1989,385.4999999999999
310,Switzerland fre,1989,381.99999999999994
311,Belgium fre,1989,379.99999999999994
312,Monaco,1989,379.99999999999994
313,Luxembourg,1989,379.99999999999994
314,Denmark,1989,63.0
315,Belgium dut,1989,106.99999999999999
316,Netherlands,1989,107.99999999999999
317,United Kingdom,1989,182.06666666666666
318,Ireland,1989,176.56666666666666
319,Estonia,1989,15.0
320,Hungary,1989,143.5
321,Norway,1989,50.0
322,Croatia,1989,60.0
323,Bosnia and Herzegovina,1989,60.0
324,Serbia,1989,60.0
325,Montenegro,1989,60.0
326,Poland,1989,157.0
327,Ukraine,1989,11.0
328,Spain,1989,154.53333333333333
329,Catalonia,1989,179.83333333333334
330,Bulgaria,1989,23.0
331,Brazil,1989,19.166666666666664
332,Cuba,1989,2.5
333,Switzerland ita,1989,206.0
334,Italy,1989,211.53333333333333
335,Slovakia,1989,86.0
336,Japan,1989,45.0
337,Russia,1989,48.16666666666667
338,Slovenia,1989,50.0
339,Macedonia,1989,7.0
340,Australia,1989,5.0
341,Israel,1989,43.0
342,Sweden,1989,47.00000000000001
343,Lithuania,1989,15.5
344,Romania,1989,41.0
345,Moldova,1989,39.0
346,China,1989,38.66666666666667
347,Greece,1989,27.5
348,"Korea, Republic of",1989,30.0
349,Iran,1989,27.25
350,Portugal,1989,14.833333333333334
351,Turkey,1989,40.5
352,Finland,1989,32.999999999999986
353,Latvia,1989,6.5
354,Canada,1989,30.249999999999993
355,Turkmenistan,1989,1.0
356,Mexico,1989,31.333333333333336
357,Argentina,1989,3.0
358,Taiwan,1989,63.833333333333336
359,Algeria,1989,15.0
360,Tunisia,1989,15.0
361,Syria,1989,15.0
362,India,1989,6.25
